dataset;level;method;cls;nr_events;metric;score
bpic2015_3_f2;75;all_embeddings;LSTM;1;-1;auc;0.5755643891097276
bpic2015_3_f2;75;all_embeddings;LSTM;2;-1;auc;0.5859896497412436
bpic2015_3_f2;75;all_embeddings;LSTM;3;-1;auc;0.5885397134928374
bpic2015_3_f2;75;all_embeddings;LSTM;4;-1;auc;0.5907897697442436
bpic2015_3_f2;75;all_embeddings;LSTM;5;-1;auc;0.606136744327699
bpic2015_3_f2;75;all_embeddings;LSTM;6;-1;auc;0.6092745638200184
bpic2015_3_f2;75;all_embeddings;LSTM;7;-1;auc;0.6099830795262268
bpic2015_3_f2;75;all_embeddings;LSTM;8;-1;auc;0.617016317016317
bpic2015_3_f2;75;all_embeddings;LSTM;9;-1;auc;0.6312354312354312
bpic2015_3_f2;75;all_embeddings;LSTM;10;-1;auc;0.6368322399250235
bpic2015_3_f2;75;all_embeddings;LSTM;11;-1;auc;0.6265270506108203
bpic2015_3_f2;75;all_embeddings;LSTM;12;-1;auc;0.6089957163255593
bpic2015_3_f2;75;all_embeddings;LSTM;13;-1;auc;0.7092654291607171
bpic2015_3_f2;75;all_embeddings;LSTM;14;-1;auc;0.7461722488038278
bpic2015_3_f2;75;all_embeddings;LSTM;15;-1;auc;0.9372294372294372
bpic2015_3_f2;75;all_embeddings;LSTM;16;-1;auc;0.9466089466089466
bpic2015_3_f2;75;all_embeddings;LSTM;17;-1;auc;0.968013468013468
bpic2015_3_f2;75;all_embeddings;LSTM;18;-1;auc;0.9612794612794613
bpic2015_3_f2;75;all_embeddings;LSTM;19;-1;auc;0.9718614718614719
bpic2015_3_f2;75;all_embeddings;LSTM;20;-1;auc;0.9769921436588104
bpic2015_3_f2;75;all_embeddings;LSTM;21;-1;auc;0.9753384912959381
bpic2015_3_f2;75;all_embeddings;LSTM;22;-1;auc;0.969455190199871
bpic2015_3_f2;75;all_embeddings;LSTM;23;-1;auc;0.9796629395559877
bpic2015_3_f2;75;all_embeddings;LSTM;24;-1;auc;0.9788697788697789
bpic2015_3_f2;75;all_embeddings;LSTM;25;-1;auc;0.9723244147157191
bpic2015_3_f2;75;all_embeddings;LSTM;26;-1;auc;0.9741638795986622
bpic2015_3_f2;75;all_embeddings;LSTM;27;-1;auc;0.9734342160571668
bpic2015_3_f2;75;all_embeddings;LSTM;28;-1;auc;0.9791666666666667
bpic2015_3_f2;75;all_embeddings;LSTM;29;-1;auc;0.9803105212941278
bpic2015_3_f2;75;all_embeddings;LSTM;30;-1;auc;0.9781964067678354
bpic2015_3_f2;75;all_embeddings;LSTM;31;-1;auc;0.9822853635008332
bpic2015_3_f2;75;all_embeddings;LSTM;32;-1;auc;0.9850088183421517
bpic2015_3_f2;75;all_embeddings;LSTM;33;-1;auc;0.970462962962963
bpic2015_3_f2;75;all_embeddings;LSTM;34;-1;auc;0.9808333333333333
bpic2015_3_f2;75;all_embeddings;LSTM;35;-1;auc;0.9816666666666667
bpic2015_3_f2;75;all_embeddings;LSTM;36;-1;auc;0.9765740740740739
bpic2015_3_f2;75;all_embeddings;LSTM;37;-1;auc;0.9734892787524367
bpic2015_3_f2;75;all_embeddings;LSTM;38;-1;auc;0.9656186612576064
bpic2015_3_f2;75;all_embeddings;LSTM;39;-1;auc;0.9386038687973087
bpic2015_3_f2;75;all_embeddings;LSTM;40;-1;auc;0.9223086627418
bpic2015_3_f2;75;all_embeddings;LSTM;-1;auc;0.8353798333441235
